Rank,Release Group,Worldwide,Domestic,%,Foreign,%
"1,156",Sunday Lunch 2006 Re-release,"$113,052",-,-,"$113,052",100%
"1,157",Iberia,"$109,554",-,-,"$109,554",100%
"1,158",El custodio,"$107,488",-,-,"$107,488",100%
"1,159",Captain Sabertooth 2006 Re-release,"$105,152","$105,152",100%,-,-
"1,160",2 or 3 Things I Know About Her,"$104,038","$104,038",100%,-,-
"1,161",The Real Dirt on Farmer John,"$103,714","$65,429",63.1%,"$38,285",36.9%
"1,162",Bet to Basic,"$103,194",-,-,"$103,194",100%
"1,163",Al Franken: God Spoke,"$102,990","$102,990",100%,-,-
"1,164",Samgeori,"$102,714",-,-,"$102,714",100%
"1,165",Mini's First Time,"$102,676","$49,034",47.8%,"$53,642",52.2%
"1,166",Palindromes 2006 Re-release,"$102,417",-,-,"$102,417",100%
"1,167",In Search of Mozart,"$102,179",-,-,"$102,179",100%
"1,168",Monster's Ball 2006 Re-release,"$101,948",-,-,"$101,948",100%
"1,169",Minor Mishaps 2006 Re-release,"$101,511",-,-,"$101,511",100%
"1,170",Three Distinct Theaters,"$100,063",-,-,"$100,063",100%
"1,171",Svyaz,"$99,502",-,-,"$99,502",100%
"1,172",Absolute Wilson,"$98,730","$66,217",67.1%,"$32,513",32.9%
"1,173",If You Were Me 2,"$98,719",-,-,"$98,719",100%
"1,174",The Devil's Backbone 2006 Re-release,"$97,854",-,-,"$97,854",100%
"1,175",Red Doors,"$97,848","$97,848",100%,-,-
"1,176",A Home at the End of the World 2006 Re-release,"$95,698",-,-,"$95,698",100%
"1,177",Vengeance,"$94,200",-,-,"$94,200",100%
"1,178",Waris Shah: Ishq Daa Waaris,"$92,672",-,-,"$92,672",100%
"1,179",Sandwich,"$92,574",-,-,"$92,574",100%
"1,180",Somersault 2006 Re-release,"$92,214","$92,214",100%,-,-
"1,181",Beowulf & Grendel,"$92,076","$68,820",74.7%,"$23,256",25.3%
"1,182",Slaughter Night,"$91,972",-,-,"$91,972",100%
"1,183",Oljeberget,"$91,069",-,-,"$91,069",100%
"1,184",The Last Song,"$90,674",-,-,"$90,674",100%
"1,185",Spy Kids 3-D: Game Over 2006 Re-release,"$89,696",-,-,"$89,696",100%
"1,186",The Wild,"$89,488",-,-,"$89,488",100%
"1,187",The Sound of Rio: Brasileirinho,"$88,965",-,-,"$88,965",100%
"1,188",Anthony Kaun Hai?,"$88,420","$55,418",62.7%,"$33,002",37.3%
"1,189",My Football Summer,"$88,300",-,-,"$88,300",100%
"1,190",America: Freedom to Fascism,"$87,400","$87,400",100%,-,-
"1,191",Mujeres Infieles,"$87,140",-,-,"$87,140",100%
"1,192",The Zodiac,"$86,872","$45,148",52%,"$41,724",48%
"1,193",Waters,"$86,311",-,-,"$86,311",100%
"1,194",Slumming,"$86,217",-,-,"$86,217",100%
"1,195",Color of the Cross,"$85,802","$85,802",100%,-,-
"1,196",The Front,"$85,699",-,-,"$85,699",100%
"1,197",51 Birch Street,"$84,689","$84,689",100%,-,-
"1,198",Mozart and the Whale,"$84,447","$36,006",42.6%,"$48,441",57.4%
"1,199",Brothers of the Head,"$84,425","$45,082",53.4%,"$39,343",46.6%
"1,200",Roman Holiday,"$83,913",-,-,"$83,913",100%
"1,201",Rock & Cat,"$83,115",-,-,"$83,115",100%
"1,202",Leilat Sokot Baghdad,"$82,835",-,-,"$82,835",100%
"1,203",Keane 2006 Re-release,"$82,240",-,-,"$82,240",100%
"1,204",Koning van de wereld,"$81,414",-,-,"$81,414",100%
"1,205",Morally and Kicking,"$81,200",-,-,"$81,200",100%
"1,206",Modigliani 2006 Re-release,"$80,995",-,-,"$80,995",100%
"1,207",Muhammad: The Last Prophet 2006 Re-release,"$80,831",-,-,"$80,831",100%
"1,208",Mannat,"$80,119","$53,589",66.9%,"$26,530",33.1%
"1,209",Love + Hate,"$79,934",-,-,"$79,934",100%
"1,210","Carlo Giuliani, Boy","$79,736",-,-,"$79,736",100%
"1,211",Suits on the Loose,"$79,470","$79,470",100%,-,-
"1,212",Belle de Jour 2006 Re-release,"$78,245",-,-,"$78,245",100%
"1,213",Four Horror Tales - Hidden Floor,"$78,242",-,-,"$78,242",100%
"1,214",Break Through!,"$78,022",-,-,"$78,022",100%
"1,215",Kings & Queen 2006 Re-release,"$77,973",-,-,"$77,973",100%
"1,216",Lethal Angels,"$76,733",-,-,"$76,733",100%
"1,217",Born and Bred,"$75,974",-,-,"$75,974",100%
"1,218",Rollin' with the Nines,"$75,700",-,-,"$75,700",100%
"1,219",Heartlift,"$74,290",-,-,"$74,290",100%
"1,220",Malek wa ketaba,"$74,062",-,-,"$74,062",100%
"1,221",Fire at My Heart,"$73,219",-,-,"$73,219",100%
"1,222",Unconscious,"$72,275","$68,501",94.8%,"$3,774",5.2%
"1,223",Submerged,"$71,915",-,-,"$71,915",100%
"1,224",48 Shades,"$70,901",-,-,"$70,901",100%
"1,225",Sillunu Oru Kadhal,"$70,627",-,-,"$70,627",100%
"1,226",Cavite,"$70,071","$70,071",100%,-,-
"1,227",Jai Santoshi Maa,"$70,041",-,-,"$70,041",100%
"1,228",Tu te lo pierdes,"$69,912",-,-,"$69,912",100%
"1,229",Linda Linda Linda,"$68,591",-,-,"$68,591",100%
"1,230",New York Waiting,"$67,945",-,-,"$67,945",100%
"1,231",Dying in Athens,"$67,700",-,-,"$67,700",100%
"1,232",Close to Home,"$67,110","$20,931",31.2%,"$46,179",68.8%
"1,233",Ju-On: The Grudge 2 2006 Re-release,"$66,815",-,-,"$66,815",100%
"1,234",I'll Call You,"$65,857",-,-,"$65,857",100%
"1,235",H6: Diario de un asesino,"$65,550",-,-,"$65,550",100%
"1,236",Infection 2006 Re-release,"$65,063",-,-,"$65,063",100%
"1,237",The Last Kiss 2006 Re-release,"$64,646",-,-,"$64,646",100%
"1,238",D' Lucky Ones!,"$64,352","$64,352",100%,-,-
"1,239",The Rocket Post,"$64,345",-,-,"$64,345",100%
"1,240",Black Dawn,"$63,709",-,-,"$63,709",100%
"1,241",It's Hard to Be a Rock'n Roller,"$62,918",-,-,"$62,918",100%
"1,242",Love Sick,"$62,912",-,-,"$62,912",100%
"1,243",Vajra Sky Over Tibet,"$62,356","$62,356",100%,-,-
"1,244",Poster Boy,"$62,062","$62,062",100%,-,-
"1,245","Anthony, Warrior of God","$61,269",-,-,"$61,269",100%
"1,246",Born Into Sh*t,"$61,032",-,-,"$61,032",100%
"1,247",Aurora Borealis,"$60,729","$60,729",100%,-,-
"1,248",Moolaadé 2006 Re-release,"$60,717",-,-,"$60,717",100%
"1,249",Pyaar Ke Side Effects,"$60,714","$30,230",49.8%,"$30,484",50.2%
"1,250",Koroshiya 1,"$60,346",-,-,"$60,346",100%
"1,251",Hellboy 2006 Re-release,"$59,998",-,-,"$59,998",100%
"1,252",The Son 2006 Re-release,"$59,895",-,-,"$59,895",100%
"1,253",Araf/Somewhere in Between,"$59,718",-,-,"$59,718",100%
"1,254","Jeste ziju s vesákem, plácackou a cepicí","$59,681",-,-,"$59,681",100%
"1,255",Naksha,"$59,185",-,-,"$59,185",100%
"1,256",Lepel 2006 Re-release,"$58,461",-,-,"$58,461",100%
"1,257",Short Cut to Nirvana: Kumbh Mela 2006 Re-release,"$58,426",-,-,"$58,426",100%
"1,258",Skizo,"$57,881",-,-,"$57,881",100%
"1,259",Trei frati de belea,"$57,476",-,-,"$57,476",100%
"1,260",Pandora's Box,"$57,472","$53,485",93.1%,"$3,987",6.9%
"1,261",Tarab Fashion,"$57,002",-,-,"$57,002",100%
"1,262",Viúva Rica Solteira Não Fica,"$56,360",-,-,"$56,360",100%
"1,263",Man Push Cart,"$55,903","$36,608",65.5%,"$19,295",34.5%
"1,264",That Man: Peter Berlin,"$55,398","$55,398",100%,-,-
"1,265",My Life Without Me 2006 Re-release,"$54,900",-,-,"$54,900",100%
"1,266",Doctor,"$54,015",-,-,"$54,015",100%
"1,267",Revolution,"$54,009",-,-,"$54,009",100%
"1,268",Kalamazoo?,"$53,609","$53,609",100%,-,-
"1,269",Plagues and Pleasures on the Salton Sea,"$53,471","$53,471",100%,-,-
"1,270",Varalaaru,"$53,121",-,-,"$53,121",100%
"1,271",Twenty: Thirteen,"$52,976",-,-,"$52,976",100%
"1,272",Loving Maradona,"$52,920",-,-,"$52,920",100%
"1,273",Close to You,"$52,654","$52,654",100%,-,-
"1,274",Palimpsest,"$52,516",-,-,"$52,516",100%
"1,275",Screamers,"$52,034","$52,034",100%,-,-
"1,276",Karo und der liebe Gott,"$51,854",-,-,"$51,854",100%
"1,277",The Strange Case of Dr. Jekyll and Mr. Hyde,"$51,721","$24,216",46.8%,"$27,505",53.2%
"1,278",Moonlight,"$51,570","$51,570",100%,-,-
"1,279",The Motel,"$51,540","$51,540",100%,-,-
"1,280",Bob the Butler,"$51,401",-,-,"$51,401",100%
"1,281",A Star and Two Coffees,"$51,233",-,-,"$51,233",100%
"1,282",Rebecca 2006 Re-release,"$50,700",-,-,"$50,700",100%
"1,283",Shanghai Dreams,"$50,357",-,-,"$50,357",100%
"1,284",La vie promise 2006 Re-release,"$50,246",-,-,"$50,246",100%
"1,285",Rules of Lies,"$49,435",-,-,"$49,435",100%
"1,286",Vallavan,"$49,382",-,-,"$49,382",100%
"1,287",Shakespeare Behind Bars,"$48,594","$48,594",100%,-,-
"1,288",Playing the Victim,"$48,574",-,-,"$48,574",100%
"1,289",Sisters in Law,"$48,526","$33,312",68.6%,"$15,214",31.4%
"1,290",Be with Me,"$48,443","$1,365",2.8%,"$47,078",97.2%
"1,291",The Story of Xiao-Yan,"$48,211",-,-,"$48,211",100%
"1,292",Phee Suea Samuth,"$48,200",-,-,"$48,200",100%
"1,293",The Great Journey,"$48,113",-,-,"$48,113",100%
"1,294",Two Weeks,"$47,986","$47,986",100%,-,-
"1,295",The Amateurs,"$47,919",-,-,"$47,919",100%
"1,296",Enduring Love 2006 Re-release,"$47,465",-,-,"$47,465",100%
"1,297",2 Süper Film Birden,"$47,360",-,-,"$47,360",100%
"1,298",Tibet: A Buddhist Trilogy,"$47,243","$47,243",100%,-,-
"1,299",Wal-Mart: The High Cost of Low Price,"$47,197",-,-,"$47,197",100%
"1,300",Tarnation 2006 Re-release,"$46,507",-,-,"$46,507",100%
"1,301",Lacrimi de iubire - filmul,"$46,487",-,-,"$46,487",100%
"1,302",Yo Presidente,"$46,467",-,-,"$46,467",100%
"1,303",Free Entry,"$46,405",-,-,"$46,405",100%
"1,304",Al-ghawas,"$46,280",-,-,"$46,280",100%
"1,305",Little Sky 2006 Re-release,"$45,929",-,-,"$45,929",100%
"1,306",Arena en los bolsillos,"$45,560",-,-,"$45,560",100%
"1,307",Zapp,"$45,333",-,-,"$45,333",100%
"1,308",Rabb Ne Banaiyan Jodiean,"$44,637",-,-,"$44,637",100%
"1,309",Sono tornato al nord,"$44,082",-,-,"$44,082",100%
"1,310",The River 2006 Re-release,"$42,763",-,-,"$42,763",100%
"1,311",Chao ban bao bao,"$42,444",-,-,"$42,444",100%
"1,312",Vinci 2006 Re-release,"$42,234",-,-,"$42,234",100%
"1,313","Tom, Dick, and Harry","$42,204",-,-,"$42,204",100%
"1,314",El último bandoneón,"$42,193",-,-,"$42,193",100%
"1,315",Azumi 2006 Re-release,"$41,803","$41,803",100%,-,-
"1,316",The Third Man 2006 Re-release,"$41,365",-,-,"$41,365",100%
"1,317",Secret Agents 2006 Re-release,"$41,047",-,-,"$41,047",100%
"1,318",Three Days of Anarchy,"$40,883",-,-,"$40,883",100%
"1,319",El Abaa El Sugh'or,"$40,529",-,-,"$40,529",100%
"1,320",Backstage,"$40,507","$12,663",31.3%,"$27,844",68.7%
"1,321",Nina's Heavenly Delights,"$40,235",-,-,"$40,235",100%
"1,322",Khosla Ka Ghosla!,"$40,194","$26,472",65.9%,"$13,722",34.1%
"1,323",La vita che vorrei 2006 Re-release,"$40,155",-,-,"$40,155",100%
"1,324",Rape of the Soul,"$39,975","$39,975",100%,-,-
"1,325",What the Hell Am I Doing Here?,"$39,854",-,-,"$39,854",100%
"1,326",Estrellas de La Línea,"$38,729",-,-,"$38,729",100%
"1,327",The Blossoming of Maximo Oliveros,"$38,691","$28,041",72.5%,"$10,650",27.5%
"1,328",My Boyfriend Is Type-B 2006 Re-release,"$38,500",-,-,"$38,500",100%
"1,329",Across a Gold Prairie,"$38,403",-,-,"$38,403",100%
"1,330",Taxi Driver 2006 Re-release,"$37,917",-,-,"$37,917",100%
"1,331",Que sea rock,"$37,751",-,-,"$37,751",100%
"1,332",Host & Guest,"$37,130",-,-,"$37,130",100%
"1,333",Eating Out 2: Sloppy Seconds,"$37,072","$37,072",100%,-,-
"1,334",Monkey Warfare,"$36,875","$36,875",100%,-,-
"1,335",Thiruvilaiyaadal Aarambam,"$36,824",-,-,"$36,824",100%
"1,336",Paper Dolls,"$36,577","$36,577",100%,-,-
"1,337",Been Rich All My Life,"$36,406","$36,406",100%,-,-
"1,338",Corporate,"$36,359",-,-,"$36,359",100%
"1,339",Big River,"$36,357",-,-,"$36,357",100%
"1,340","The Prince of Tennis: Two Samurais, the First Game 2006 Re-release","$35,998",-,-,"$35,998",100%
"1,341",La bicicleta,"$35,877",-,-,"$35,877",100%
"1,342",Shadows in the Sun,"$35,443",-,-,"$35,443",100%
"1,343",Can Mr. Smith Get to Washington Anymore?,"$35,397","$35,397",100%,-,-
"1,344",La vida perra de Juanita Narboni,"$35,321",-,-,"$35,321",100%
"1,345",The Optimists,"$35,316",-,-,"$35,316",100%
"1,346",The Believer 2006 Re-release,"$35,204",-,-,"$35,204",100%
"1,347",Saawan... The Love Season,"$35,171",-,-,"$35,171",100%
"1,348",Swimmers,"$34,812","$34,812",100%,-,-
"1,349",Mission: Impossible 2006 Re-release,"$34,807",-,-,"$34,807",100%
"1,350",Cocktail,"$34,577",-,-,"$34,577",100%
"1,351",The Orchestra of Piazza Vittorio,"$34,385",-,-,"$34,385",100%
"1,352",American Gun,"$34,138","$24,098",70.6%,"$10,040",29.4%
"1,353",Kyô no dekigoto,"$33,778",-,-,"$33,778",100%
"1,354",Alpha Male,"$33,699",-,-,"$33,699",100%
"1,355","My Country, My Country","$33,620","$33,620",100%,-,-
"1,356",Loverboy 2006 Re-release,"$33,223","$33,223",100%,-,-
"1,357",It's Winter,"$33,130",-,-,"$33,130",100%
"1,358",Five Days in September: The Rebirth of an Orchestra,"$32,867",-,-,"$32,867",100%
"1,359",Do Over,"$32,850",-,-,"$32,850",100%
"1,360",Tickets 2006 Re-release,"$32,800",-,-,"$32,800",100%
"1,361",Karmic Mahjong,"$32,665",-,-,"$32,665",100%
"1,362",Smouldering Cigarette,"$32,069",-,-,"$32,069",100%
"1,363",A Buddha 2006 Re-release,"$31,504",-,-,"$31,504",100%
"1,364",Dün Gece Bir Rüya Gördüm,"$31,502",-,-,"$31,502",100%
"1,365",Paper Clips 2006 Re-release,"$31,013",-,-,"$31,013",100%
"1,366",Fanfan la Tulipe,"$30,590","$30,590",100%,-,-
"1,367",Lá Fora,"$30,554",-,-,"$30,554",100%
"1,368",Take My Eyes 2006 Re-release,"$30,496","$30,496",100%,-,-
"1,369",Samsara 2006 Re-release,"$30,400",-,-,"$30,400",100%
"1,370",The Saddest Music in the World 2006 Re-release,"$30,217",-,-,"$30,217",100%
"1,371",Standing Still,"$30,142","$30,142",100%,-,-
"1,372",The Innocents,"$30,103",-,-,"$30,103",100%
"1,373",Snow in Spring,"$29,958",-,-,"$29,958",100%
"1,374",The Asphalt Jungle 2006 Re-release,"$29,868",-,-,"$29,868",100%
"1,375",Henri Cartier-Bresson: The Impassioned Eye,"$29,710","$29,710",100%,-,-
"1,376",Romántico,"$29,460","$29,460",100%,-,-
"1,377",11:11,"$29,198",-,-,"$29,198",100%
"1,378",The PianoTuner of EarthQuakes,"$29,121","$29,121",100%,-,-
"1,379",The Heart Is Deceitful Above All Things 2006 Re-release,"$29,058","$29,058",100%,-,-
"1,380",I Only Wanted to Live,"$28,847",-,-,"$28,847",100%
"1,381",Guys and Balls 2006 Re-release,"$28,324","$28,324",100%,-,-
"1,382",One Piece: Baron Omatsuri and the Secret Island 2006 Re-release,"$28,298",-,-,"$28,298",100%
"1,383",My Mother Is a Belly Dancer,"$28,135",-,-,"$28,135",100%
"1,384",Manhattan 2006 Re-release,"$28,052",-,-,"$28,052",100%
"1,385",All for Love,"$27,603",-,-,"$27,603",100%
"1,386",Boys Briefs 4,"$27,449","$27,449",100%,-,-
"1,387",Who Gets to Call It Art?,"$27,344","$27,344",100%,-,-
"1,388","Acredite, um Espírito Baixou em Mim","$27,202",-,-,"$27,202",100%
"1,389",Iron Island,"$27,177","$27,177",100%,-,-
"1,390",Abduction: The Megumi Yokota Story,"$26,859","$26,859",100%,-,-
"1,391",Trudell,"$26,756","$26,756",100%,-,-
"1,392",These Foolish Things,"$26,629",-,-,"$26,629",100%
"1,393",Margo,"$26,146",-,-,"$26,146",100%
"1,394",The Wendell Baker Story,"$25,755",-,-,"$25,755",100%
"1,395",Through the Fire,"$25,752","$25,752",100%,-,-
"1,396",Zindanggi Rocks,"$25,663",-,-,"$25,663",100%
"1,397",Middletown,"$25,497",-,-,"$25,497",100%
"1,398",The Play,"$25,486",-,-,"$25,486",100%
"1,399",Fuck,"$25,428","$22,359",87.9%,"$3,069",12.1%
"1,400",Noi the Albino 2006 Re-release,"$24,878",-,-,"$24,878",100%
"1,401",Wrestling with Angels: Playwright Tony Kushner,"$24,729","$24,729",100%,-,-
"1,402",The Rebel of L,"$24,574",-,-,"$24,574",100%
"1,403",Kamen Rider: The First,"$24,477",-,-,"$24,477",100%
"1,404",Two Drifters,"$24,452","$24,452",100%,-,-
"1,405",Off the Black,"$24,425","$24,425",100%,-,-
"1,406",When the Sea Rises 2006 Re-release,"$24,038","$24,038",100%,-,-
"1,407",Something Something... Unnakum Ennakum,"$23,828",-,-,"$23,828",100%
"1,408",Bel Arabi Cinderella,"$23,820",-,-,"$23,820",100%
"1,409",Ae Fond Kiss 2006 Re-release,"$23,661",-,-,"$23,661",100%
"1,410",If You Were Me 3,"$23,470",-,-,"$23,470",100%
"1,411",El Cid: The Legend 2006 Re-release,"$23,363",-,-,"$23,363",100%
"1,412",Islam: What the West Needs to Know,"$22,938","$22,938",100%,-,-
"1,413",Ambrose Bierce: Civil War Stories,"$22,918","$22,918",100%,-,-
"1,414",Pacala se întoarce,"$22,831",-,-,"$22,831",100%
"1,415",Nobody Knows 2006 Re-release,"$22,829",-,-,"$22,829",100%
"1,416",I Heart Huckabees 2006 Re-release,"$22,737",-,-,"$22,737",100%
"1,417",The Dead,"$22,707",-,-,"$22,707",100%
"1,418",Virginity Sucks,"$22,696",-,-,"$22,696",100%
"1,419",Dead Fish,"$22,679",-,-,"$22,679",100%
"1,420",Gypo,"$22,517",-,-,"$22,517",100%
"1,421",Falcone,"$22,300","$22,300",100%,-,-
"1,422",Giuliani Time,"$21,967","$21,967",100%,-,-
"1,423",Gafla,"$21,782",-,-,"$21,782",100%
"1,424",The Road in the Air,"$21,675",-,-,"$21,675",100%
"1,425",Osama 2006 Re-release,"$21,617",-,-,"$21,617",100%
"1,426",So Much So Fast,"$21,525","$21,525",100%,-,-
"1,427",The Station Agent 2006 Re-release,"$21,523",-,-,"$21,523",100%
"1,428",Tathastu,"$21,374",-,-,"$21,374",100%
"1,429",Cha no aji,"$21,324",-,-,"$21,324",100%
"1,430",Animal,"$21,285",-,-,"$21,285",100%
"1,431",Yang Ban Xi: The 8 Modelworks,"$21,244","$21,244",100%,-,-
"1,432",Chocolate Rap,"$20,963",-,-,"$20,963",100%
"1,433",The Case of the Grinning Cat,"$20,944","$20,944",100%,-,-
"1,434",Killer Diller,"$20,795","$20,795",100%,-,-
"1,435",Napoleon Dynamite 2006 Re-release,"$20,790",-,-,"$20,790",100%
"1,436",Red Lights 2006 Re-release,"$20,601",-,-,"$20,601",100%
"1,437",4,"$20,523","$20,523",100%,-,-
"1,438",London,"$20,361","$20,361",100%,-,-
"1,439",Words of My Perfect Teacher,"$20,318","$20,318",100%,-,-
"1,440",Grain in Ear,"$20,277",-,-,"$20,277",100%
"1,441",Werner Herzog: New Adventure and a Retrospective,"$20,119",-,-,"$20,119",100%
"1,442",State of Fear,"$20,055","$20,055",100%,-,-
"1,443","Semen, a Love Sample 2006 Re-release","$20,025",-,-,"$20,025",100%
"1,444",The Ground Truth,"$20,013","$20,013",100%,-,-
"1,445",Salsa,"$19,919",-,-,"$19,919",100%
"1,446",Blue Cha Cha,"$19,788",-,-,"$19,788",100%
"1,447",Favela Rising,"$19,781","$19,781",100%,-,-
"1,448",Naboer 2006 Re-release,"$19,677",-,-,"$19,677",100%
"1,449",Sofabed,"$19,616",-,-,"$19,616",100%
"1,450",The Road to San Diego,"$19,521",-,-,"$19,521",100%
"1,451",Mortadelo & Filemon: The Big Adventure 2006 Re-release,"$19,322",-,-,"$19,322",100%
"1,452",Invisible Waves,"$19,293",-,-,"$19,293",100%
"1,453",Zemi prilivu,"$19,232",-,-,"$19,232",100%
"1,454",Touching the Void 2006 Re-release,"$18,993",-,-,"$18,993",100%
"1,455",Anne ya da Leyla,"$18,733",-,-,"$18,733",100%
"1,456",In Praise of Love 2006 Re-release,"$18,545",-,-,"$18,545",100%
"1,457",Rendu,"$18,241",-,-,"$18,241",100%
"1,458",Suicide Killers,"$18,239","$18,239",100%,-,-
"1,459",The Magician,"$18,218",-,-,"$18,218",100%
"1,460",From Subway with Love 2006 Re-release,"$18,129",-,-,"$18,129",100%
"1,461",Beneath Still Waters,"$18,001",-,-,"$18,001",100%
"1,462",Cruel World,"$17,986","$17,986",100%,-,-
"1,463",20 Centimeters 2006 Re-release,"$17,632","$6,635",37.6%,"$10,997",62.4%
"1,464",Under a False Name 2006 Re-release,"$17,609",-,-,"$17,609",100%
"1,465",The Paper Will Be Blue,"$17,419",-,-,"$17,419",100%
"1,466",Snow White,"$17,414",-,-,"$17,414",100%
"1,467",El mundo alrededor,"$17,383",-,-,"$17,383",100%
"1,468",Film Geek,"$17,341","$17,341",100%,-,-
"1,469",Ana and the Others,"$17,337",-,-,"$17,337",100%
"1,470",Ever Again,"$17,304","$17,304",100%,-,-
"1,471",Down to Love,"$17,029",-,-,"$17,029",100%
"1,472",The Virgin of Lust 2006 Re-release,"$17,010",-,-,"$17,010",100%
"1,473",Swindled 2006 Re-release,"$16,936",-,-,"$16,936",100%
"1,474",The Song of Spirits,"$16,817",-,-,"$16,817",100%
"1,475",April's Shower,"$16,377","$16,377",100%,-,-
"1,476",The Good Voice,"$16,326",-,-,"$16,326",100%
"1,477",Captive,"$16,259","$16,259",100%,-,-
"1,478",I Like Killing Flies,"$16,214","$16,214",100%,-,-
"1,479",Matthew Barney: No Restraint,"$16,136","$16,136",100%,-,-
"1,480",Dear Pyongyang,"$16,125",-,-,"$16,125",100%
"1,481",Sfiorarsi,"$15,722",-,-,"$15,722",100%
"1,482",Oklahoma! 2006 Re-release,"$15,520",-,-,"$15,520",100%
"1,483",Ad Lib Night,"$15,492",-,-,"$15,492",100%
"1,484",Rabbit Fever,"$15,308",-,-,"$15,308",100%
"1,485",Gyakkyo nine,"$15,264",-,-,"$15,264",100%
"1,486",Lettere dal Sahara,"$15,258",-,-,"$15,258",100%
"1,487",Land of the Blind,"$15,180","$5,244",34.5%,"$9,936",65.5%
"1,488",The World 2006 Re-release,"$15,173",-,-,"$15,173",100%
"1,489",Shiva,"$14,977",-,-,"$14,977",100%
"1,490",Hannari: Geisha Modern,"$14,974","$14,974",100%,-,-
"1,491",Shem,"$14,804","$14,804",100%,-,-
"1,492",Heart's Affair,"$14,682",-,-,"$14,682",100%
"1,493",A través de tus ojos,"$14,493",-,-,"$14,493",100%
"1,494",The Ring Finger,"$14,422",-,-,"$14,422",100%
"1,495",Or (My Treasure) 2006 Re-release,"$14,410",-,-,"$14,410",100%
"1,496",Two Sons of Francisco 2006 Re-release,"$14,392",-,-,"$14,392",100%
"1,497",Immortal 2006 Re-release,"$14,334",-,-,"$14,334",100%
"1,498",The Devil's Miner,"$14,289","$14,289",100%,-,-
"1,499",Golden Gashbell the Movie: 101th Devil,"$14,212",-,-,"$14,212",100%
"1,500",Forget You Not,"$14,052",-,-,"$14,052",100%
"1,501",Mientras tanto,"$13,979",-,-,"$13,979",100%
"1,502","When I Grow Up, I'll Be a Kangaroo","$13,793",-,-,"$13,793",100%
"1,503",The Architect,"$13,737","$13,737",100%,-,-
"1,504",Who the #$&% Is Jackson Pollock?,"$13,710","$13,710",100%,-,-
"1,505",Stray Dogs 2006 Re-release,"$13,639",-,-,"$13,639",100%
"1,506",One Last Thing...,"$13,334","$13,334",100%,-,-
"1,507",The Company 2006 Re-release,"$13,327",-,-,"$13,327",100%
"1,508",Voice 2006 Re-release,"$13,246",-,-,"$13,246",100%
"1,509",Veyyil,"$13,222",-,-,"$13,222",100%
"1,510",Like a Hero,"$12,937",-,-,"$12,937",100%
"1,511",The World According to Shorts,"$12,908","$12,908",100%,-,-
"1,512",I Trust You to Kill Me,"$12,854","$12,854",100%,-,-
"1,513",Dumplings 2006 Re-release,"$12,810",-,-,"$12,810",100%
"1,514",Christmas at Maxwell's,"$12,781","$12,781",100%,-,-
"1,515",Autumn,"$12,655","$12,655",100%,-,-
"1,516","The Photographer, His Wife, Her Lover","$12,546","$12,546",100%,-,-
"1,517",Ferka' 16 Igram,"$12,465",-,-,"$12,465",100%
"1,518",Tomorrow Morning,"$12,435",-,-,"$12,435",100%
"1,519",3 Needles,"$12,327",-,-,"$12,327",100%
"1,520",4 Elements,"$12,219",-,-,"$12,219",100%
"1,521",The Shoe Fairy,"$11,984",-,-,"$11,984",100%
"1,522",Secret Things 2006 Re-release,"$11,859",-,-,"$11,859",100%
"1,523",Woman Is the Future of Man 2006 Re-release,"$11,807","$11,807",100%,-,-
"1,524",Dead Man's Shoes 2006 Re-release,"$11,777","$6,408",54.4%,"$5,369",45.6%
"1,525",A Perfect Couple,"$11,712",-,-,"$11,712",100%
"1,526",It Likes,"$11,679",-,-,"$11,679",100%
"1,527",Waltzing Anna,"$11,455","$11,455",100%,-,-
"1,528",Black Jack: Two Doctors in Black,"$11,338",-,-,"$11,338",100%
"1,529",Live Freaky Die Freaky,"$11,290","$11,290",100%,-,-
"1,530",Secondhand Lions 2006 Re-release,"$11,262",-,-,"$11,262",100%
"1,531",Ankahee,"$11,062",-,-,"$11,062",100%
"1,532",The Conrad Boys,"$11,001","$11,001",100%,-,-
"1,533",Bal-Can-Can,"$10,932",-,-,"$10,932",100%
"1,534",Road,"$10,919",-,-,"$10,919",100%
"1,535",Ek Jind Ek Jaan,"$10,844",-,-,"$10,844",100%
"1,536",Hunt Angels,"$10,790",-,-,"$10,790",100%
"1,537",Dark Horse,"$10,626",-,-,"$10,626",100%
"1,538",White Rainbow,"$10,529","$10,529",100%,-,-
"1,539",Forgiving Dr. Mengele,"$10,403","$10,403",100%,-,-
"1,540",Jews in Space or Why Is this Night Different from All Other Nights?,"$10,365",-,-,"$10,365",100%
"1,541",...So Goes the Nation,"$10,337","$10,337",100%,-,-
"1,542",Zindaggi Rocks,"$10,172","$10,172",100%,-,-
"1,543",Laundry,"$10,008",-,-,"$10,008",100%
"1,544",Sólo con tu pareja,"$9,915","$9,915",100%,-,-
"1,545",Enta omry 2006 Re-release,"$9,824",-,-,"$9,824",100%
"1,546",Trance,"$9,673",-,-,"$9,673",100%
"1,547",The Pervert's Guide to Cinema,"$9,633",-,-,"$9,633",100%
"1,548",Kebab Connection 2006 Re-release,"$9,612",-,-,"$9,612",100%
"1,549",Blackballed: The Bobby Dukes Story,"$9,528","$9,528",100%,-,-
"1,550",The Lost Treasure of the Knights Templar,"$9,510",-,-,"$9,510",100%
